ScenicSpotID,ScenicSpotName,DescriptionDetail,Description,Phone,Address,OpenTime,Picture,Position,ParkingPosition,City,SrcUpdateTime,UpdateTime
C1_315081200H_000006,峨眉湖,峨眉湖位於新竹縣峨眉鄉富興村與湖光村交接處，本體其實為第一座國人自行設計興建的水庫，稱大埔水庫，主要是供應灌溉及工業用水，也有防洪功能。2000年內政部解除水庫保護令遂讓峨眉湖開始發展觀光。 來到峨眉湖，首先映入眼簾的除了廣闊湖面，還有環湖步道，若要欣賞各種角度的湖畔之美，不妨走上一圈。步道全長3.5公里，只走前半段的峨眉湖步道則只有約1公里，且這1公里的步道藏有慷慨與巧思，改建過的峨眉湖步道能完工要多虧當地仕紳余錦奎伯伯的無償提供，也因此這段步道設有一段「徐伯伯的橋」，橋下的3D彩繪溪流栩栩如生，宛如流水正汨汨而去，溪上還有油桐花、蓮花荷葉點綴。繼續沿著湖畔走，沿途琳瑯滿目的水岸植物彷彿生態教室，配合一旁的解說牌，讓遊客寓教於樂。另外，遊客也能發現水面一大片翠綠的布袋蓮，這景觀固然美麗，但也令人擔憂外來種植物對原生種的侵害，國人須以此為警惕，維護我們的自然環境。 走著走著便會看到另一個峨眉湖知名景點&mdash;&mdash;細茅埔吊橋，原先橫跨峨眉湖的吊橋有五座，方便附近居民往來，如今只剩下細茅埔吊橋連接十二寮休閒園區與富興老街。細茅埔吊橋橋身能承重五十人，橋塔有著桐花的裝飾，佇立其上兩邊都能欣賞湖上風光，隨著時間與天氣對湖面造成的變化，可謂有著千百種景致。,峨眉湖位於新竹縣峨眉鄉富興村與湖光村交接處，本體其實為第一座國人自行設計興建的水庫，稱大埔水庫，主要是供應灌溉及工業用水，也有防洪功能。2000年內政部解除水庫保護令遂讓峨眉湖開始發展觀光。 來到峨眉湖，首先映入眼簾的除了廣闊湖面，還有環湖步道，若要欣賞各種角度的湖畔之美，不妨走上一圈。步道全長3.5公里，只走前半段的峨眉湖步道則只有約1公里，且這1公里的步道藏有慷慨與巧思，改建過的峨眉湖,886-3-5800116,315台灣新竹縣峨眉鄉湖光村,全天,"{'PictureUrl1': 'https://www.trimt-nsa.gov.tw/Content/Uploads/StrollArea/Detail/543a47a4-30e6-4165-8057-7ab0edb366d2_thumb.png', 'PictureDescription1': '峨眉湖'}","{'PositionLon': 120.98529815673828, 'PositionLat': 24.679859161376953, 'GeoHash': 'wsqh3hff9'}",{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000047,六福水樂園,六福水樂園 水陸雙享新竹縣關西的六福村主題遊樂園不僅有刺激好玩的遊樂設施，暑期更開放有最美玩水天堂之稱的「六福水樂園」，一次就可以享受到水陸兩種不同玩法，滿足各個年齡層遊客的期望。「六福水樂園」6月18日到9月18日正式開放，今年特舉辦刺激瘋狂的水槍大戰，眾戰神們以水力在園區進行瘋狂掃射，帶領遊客享受四面八方襲擊而來的消暑刺激樂趣！園區內16項多座造型特殊滑水道為最大賣點，讓遊客擁有各種不同的玩水新體驗。充滿浪漫希臘風情造景的「六福水樂園」，融合愛琴海風格特色，進入園區彷彿來到國外渡假一般，享受異國慵懶的浪漫悠閒時光。愛好刺激的人，絕不能錯過全台首見的飛天梭立體滑道「海神快艇」，從15公尺的高空急速俯衝而下，瞬間衝向天際，接著再迅速滑落，享受高潮迭起的刺激快感，然後跳入冰涼消暑設施「冰凍滑道」，在酷熱豔陽下體驗6℃刺激冰凍感。新設施5D電影今夏登場此外，熱門的玩水設施還有「大旋渦」，由11 公尺高的黑暗滑道快速墜落UFO造型的大漩渦內，可說是重力加速度的震撼考驗；「天旋地轉」則是從雲端垂直急馳而下，巨大水流席捲而來，上天又下海，享受獨一無二的無限快感。在腎上腺素大爆發之後，園區內也有放鬆類型的設施讓遊客的心跳舒緩一下，全長180公尺的「漂浮河流」，可以慵懶地躺在浮具上緩慢漂行，享受陽光與流水帶來的悠閒感受。帶著小朋友一同戲水的家長，則不能錯過深具童趣的「水迷宮」，可愛童趣的卡通造景、滑水道，與小朋友泡在水裡，感受清涼的舒暢感。暑假期間六福村主題遊樂園耗資千萬，打造出全新遊樂設施「5D哈比哈妮大冒險‧ 魔宮奪寶」，融合3D立體視覺效果及先進的體感科技互動技術，讓遊客只要坐在劇院中，就能親身感受一場豐富生動的冒險旅程。夜晚則延長開放時間，隆重上演超炫特效煙火燈光秀，璀璨煙火搭配澎湃聲光表演，媲美迪士尼頂級燈光秀喔。,886-3-54756659,新竹縣關西鎮仁安里拱子溝60號,沿國道3號前往龍潭區的國道三號龍潭交流道聯絡道/大昌路二段/113乙縣道→從國道3號的 68-龍潭號出口下交流道→繼續走國道三號龍潭交流道聯絡道/大昌路二段/113乙縣道前往目的地關西鎮,未提供,{},"{'PositionLon': 121.18099975585938, 'PositionLat': 24.825199127197266, 'GeoHash': 'wsqjjx333'}",遊憩類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000048,思微藏物生活空間,思微藏物生活空間 在地文創品一網打盡思微藏物生活空間成立至今已經三年多，這個空間的出現，其實是從「市集」衍伸而來，以前逛市集，民眾大多是在參加某一項活動時順便到一旁的攤位繞繞，將市集作為主角舉辦的活動並不常見，張顥薰於是夥同一行有志之士開始著手計劃，推出新竹縣第一場以市集為主角的活動。因為活動帶來的後續反應很不錯，讓大家對於創意市集很有信心，更想將台灣的好設計、好文創介紹給更多消費者知道，後來便成立了思微藏物生活空間，邀請各種藝術家帶著作品進駐。陶瓷品、金工首飾、花草植物、木雕、布包、明信片等，各種特色鮮明的日常用品、配飾都是這裡的熱門商品，以新竹縣在地藝術家的作品為首選，只要是富創意、有質感、融入新竹在地特色的文創品，都有機會在這裡一展身手。到思微藏物生活空間除了可以選購20 多種品牌的商品，這裡也不定期舉辦插畫、黏土等各種有趣的展覽，如果也想試試自己的才華，這裡也推出陶藝課、金工課、木工課等課程，讓民眾可以跟著藝術家享受創作的樂趣。,886-3-5111408,新竹縣竹北市文興路一段123號之6號302,高鐵新竹站→步行於文興路一段向右轉→新瓦屋客家文化保存區,14:00-18:00（週一休息）,{},"{'PositionLon': 121.0260009765625, 'PositionLat': 24.811800003051758, 'GeoHash': 'wsqj4hb7n'}",文化類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000050,Hi Look 平面設計工作室,舊式錄影帶店改造創意工作室走進關西小鎮上的中正路，映入眼簾的是兩排傳統式老舊街屋，站在騎樓 往弧形拱廊一看，宛如形成時光隧道，這裡的一磚一瓦全是歲月所留下的痕 跡。中正路又稱石店子，Hi Look 平面設計工作室的邱美鳳說關西有個渡船 頭，是過去商人運送貨物、民生用品的地方，石店子老街在當時可是非常繁 榮的集散之地，擁有布莊、打石、打鐵店等商家，只是隨著產業的變化在地 人紛紛離鄉，繁榮景象慢慢消失。在地青年邱美鳳開設的Hi Look平面設計工作室，將生活化的創作型態帶 進工作室，這個空間新舊並存，她用一層層的展示架與懷舊式老屋風格迸出 新意。原來 Hi Look 平面設計工作室本是舊式錄影帶出租店，在閣樓上仍有 遺留下的舊櫃子，工作室的牆面仍保存著民國 30 幾年的舊報紙痕跡，與現 任女主人設計的插畫作品、在地特色的地圖形成有趣反差。目前此空間主要 為女主人的工作室，之後會設計文創小物，也歡迎民眾前往參觀老屋，拿一 份屬於關西的創意刊物及地圖，藉以更了解這個可愛的小鎮。,886-3-5518101,新竹縣關西鎮中正路 56 號,未提供,{},"{'PositionLon': 121.1760025024414, 'PositionLat': 24.78890037536621, 'GeoHash': 'wsqjj2ttv'}",文化類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000051,關西關係實驗生活壹號店,在地手藝無菜單料理踏進關西關係實驗生活壹號店，木製桌椅與舊式閣樓的空間洋溢著濃烈 的古樸味，費盡多時的舊屋修葺都是由女主人劉秋萍與家人親力親為，他們 秉持著一股實驗的精神，開啟了不一樣的勇氣之旅。店取名關係實驗生活壹 號店，其實不是因為還想開更多分店，而是期望藉由他們在家鄉的落地深 根，讓更多人願意在關西老街實踐夢想，延續著熱情，開設屬於其他人的貳 號店參號店⋯⋯女主人劉秋萍說，「創造出這個空間，最想做到的就是人和人共同合作的 概念，不是僅屬於一個人。」因此結合社區媽媽的好手藝，採預約制，精心 準備無菜單慢食料理。融入在地客家菜餚，再加上小巧思新創意的「招牌沙 拉蛋絲粄皮捲」，以客家粄條包覆著海苔、蔬菜、蛋皮，健康爽口的滋味讓 許多人欲罷不能！這樣的創意料理就是社區媽媽們共同研發出的佳餚，完全 符合關西關係實驗生活壹號共同合作的初衷。而女主人本身熱愛獨立音樂， 這個空間提供了舞台，讓獨立音樂創作和表演者能表達自己的音樂及理念。,886-9-26818073,新竹縣關西鎮中正路 62 號,未提供,{},"{'PositionLon': 121.1760025024414, 'PositionLat': 24.789100646972656, 'GeoHash': 'wsqjj2twv'}",文化類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000052,葫作啡為藝術坊,推廣葫蘆絲譜出關西之美玫瑰紅色的室內裝潢配上悅耳的音樂，營造出輕鬆和 諧的氛圍。葫作啡為藝術坊的店主人陳玟憲先前曾在這 個地點開設音樂教室，但後來認為音樂教室的形式太過於 嚴肅、制式化，逐漸將空間轉向複合式經營，以交流音樂為出發點。陳玟憲 從小就熱愛音樂，國小接觸笛子到大學走進國樂的世界，擁有 30 年的音樂 經歷，平時在學校擔任老師教課也兼任「樂府樂團」的音樂總監，擅長二 胡、笛子等樂器。葫作啡為藝術坊主要推廣大陸邊疆少數民族樂器「葫蘆絲」，聲音特別、 外型唯美，也提供樂器彩繪、製作等服務，更是提供給喜歡音樂的人一個空 間，以無償的收費方式讓學生可以自由自在的展演，也算是一個小型的展演 場。音樂不再是過往的刻板教學模式，而是透過互相交流欣賞得到互動。陳玟憲說回到自己家鄉，心情剛開始其實很複雜，由於鄉下地方的工作 機會比較少，許多年輕人都選擇出外打拚，正因為這樣，他決定更應該將自 身的音樂經驗回饋給關西。來到藝術坊你可以看到陳玟憲在這默默地替關 西創作、耕耘，努力譜出屬於他和關西的音樂故事！,886-3-5518101,新竹縣關西鎮博愛路 55 號,未提供,{},"{'PositionLon': 121.1780014038086, 'PositionLat': 24.791000366210938, 'GeoHash': 'wsqjj3p4h'}",文化類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000053,木刻夢想王與免費商店,十二寮這塊地，原本是父親退休後想用來過清閒日子的，但徐建智從國外 念書回來，退役後，帶入國外年輕人佔領廢墟並推廣以物換物的概念，這塊 土地有了長足的改變：絕大部分區域成為十二寮休閒農業區桐花谷露營區， 商店小街區開設了他和妹妹徐棋容的實驗基地「免費商店」與「木刻夢想 王」。2016 年 6、7 月才開幕的「免費商店」，簡易的店鋪門面，卻乘載著他們 厚重的夢想，這裡有滿滿整理好的物資，從小玩偶到保溫壺，家中新的、乾 淨二手物品都可捐到此處，來店的人都可以「以物易物」，用家裡的雞蛋也 許換得一隻泰迪熊的方式，來引領社區與客人回想古早農村時代互助互信的 精神，只是用更現代的方式來執行，採訪的同時，鄰居媽媽就帶了一袋剛採 的柑橘，說是交換用的！相信鄰里們都已經了解他們的理念；不只如此，門 口綠色如黑板材質的冰箱，寫上大大「共食冰箱」，鼓勵自行拿取、手中有多的食材則可以放進冰箱，為了衛生考量，不接受熟食和肉類，只收各類食 材、乾糧，並引進如阿舍食堂的品牌支持，讓大家都能體驗客家農莊的可愛 質樸。在這段時間內，像這樣的社區營造已有了令人興奮的成效：更多人知道 了十二寮及每週三六共食時間，居民與遊客共食，搭建起交流的橋梁，提升 社區凝結力，提升正向循環互動外，物品交換率也大幅提升；媒體曝光的同 時，各地大學生來到這個地方，以服務老人、拔草等志工、寫報導宣傳等方 式來「以工換食」；而與在地合作的兒童生態營也獲得不少好評。另一頭的「木刻夢想王」回憶古計劃，則是與十二寮共同企劃出的深度 旅遊計劃，店內牆上貼滿人文、地貌、產業、景色等照片，挑選你想去的地 方、想體驗的活動，他們就為你客製一場深度的體驗之旅，可能是和小農一 起耕作、欣賞湖面飛翔的老鷹等；店內還提供落葉、樹枝、乾燥花的相框製 作，讓你打包環保的回憶與永續旅遊的概念。他們的夢想是擴展至食衣住行育樂層面，打造自給自足、不用錢也能追求 美好生活的理想世界。,886-9-29001580,新竹縣峨眉鄉湖光村十二寮 12 鄰 6 之 5 號旁（桐花谷露營區旁）,未提供,{},"{'PositionLon': 120.99400329589844, 'PositionLat': 24.672000885009766, 'GeoHash': 'wsqh373hu'}",文化類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000054,竹東文創藝術村,FUN玩竹縣竹東文創藝術村舊宿舍華麗轉身 青創基地好吃好玩&nbsp;歷經10 個月的整備期，竹東文創藝術村終於開幕了！這座青創基地融合新竹縣多元文化，變身為夢想搖籃，進駐店家多是傳統產業轉型發展自有品牌。漫步園區，公共藝術造景點綴其間，多了一股人文氣息；不定時舉辦特色市集，深入體驗在地生活魅力。&nbsp;撰文／廖靜清 　攝影 ／施純泰　圖片提供／范特喜微創文化、焦糖熱一點、新竹縣政府&nbsp;搭乘臺鐵內灣支線小火車，晃晃盪盪來到竹東，象徵沿線車站的9 尊吉祥公仔熱情迎客。步出月台，車站右手邊是竹東動漫園區，展出各式動漫文創巧思；往另一側走，竹東文創藝術村嶄新開幕。由范特喜微創文化承接營運，幫助藝術家和在地青年夢想發光，可玩味原民工藝、飲食小憩、作品設計等。舊空間注入新創意，活化善用歷史建築，各類型職人進駐，彼此滋養創業夢想。&nbsp;因地制宜　人文觀光新亮點狹長型的園區，總共有10 棟建築、劃分為16 個獨立空間，以活化現有館舍為主旨，連結新竹縣人文歷史，讓藝術家與原民工作坊進駐創業，鼓勵青年圓夢。負責營運招商的范特喜微創文化團隊發揮形塑文創聚落品牌專長，行銷在地特色，副總經理楊勝堯娓娓道述竹東文創藝術村的故事，勾勒出未來發展樣貌。「剛承接園區時，徹底了解軟硬體設施，希望因地制宜、著重文化差異性，以地方特色共創在地經濟」。因此團隊利用既有的資源，以人為主軸、以文化為內涵，保留原有樣貌、屋舍和地景，在無限可能性中找到藝術村的定位價值。10 棟建築物原本是縣政府跟臺鐵承租的場域，委由建築師規劃監造原老舊建築，牆面不再加以任何的修飾，低調極簡的灰色外觀，展現層次變化及立體感。建物分別以A 至J 命名，由進駐單位各自裝潢布置，希望藉由藝術村塑造另一種文創聚落意象，打造成人文旅遊新亮點。&nbsp;藝術聚落　在地文創復興在竹東文創藝術村裡，各式新的文創精神正在湧現，首批進駐單位結合地方發展和生活美學，創造出獨樹一幟的品牌，當藝術進化為文創聚落的創意來源，便能夠發揮群聚效益，各店家在既競爭又合作的關係中激盪火花，實踐共創與共好。走進藝術村內，放眼可見老建物被賦予新生命，文創商品讓人愛不釋手；變身成咖啡廳或食肆的空間，沈澱心靈，予人再次重新啟動的力量。&nbsp;老屋新生　好吃好拍好好玩翻開Menu，菜色融入竹東美食元素，吳界笑說因為外婆家在竹東，小吃滋養了童年回憶，舊事生活主要供應輕食炸物餐飲，搭配回甘降火的青草茶，遵循外婆的傳統飲食吃法。選用竹東軟橋社區的米做成客家水晶餃，外皮軟Q 有嚼勁，豬絞肉內餡散發油蔥酥香氣，鹹香好滋味被喻為客家必吃美食！點上一份招牌特製麵，包含炸雞翅、蔬菜和飲料，三五好友聊整個下午也不膩。午後陽光斜斜灑落室內空間，光影游移在老家具上，在斑駁的牆與窗之間翩翩起舞，混入時光交替的想像。&nbsp;小檔案竹東文創藝術村地 址：新竹縣竹東鎮東林路194 巷開放時間：11:00（各工坊和店家的開放時間不同）&nbsp;舊事生活Old &amp; Crazy地 址：新竹縣竹東鎮東林路194 巷D 棟電 話: 03 510 0940營業時間：10:00 &sim; 18:00（週二公休）&nbsp;853 泰雅農市集地 址：新竹縣竹東鎮東林路194 巷C 棟電 話：0926-151516營業時間：09:00 &sim; 19:00&nbsp;月桂樹工作坊地 址：新竹縣竹東鎮東林路194 巷8 號F 棟營業時間：星期一、四：10:00-17:00&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;星期五：10:00-15:00&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;星期六：14:00-20:00&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;星期日：09:00-17:00&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;（星期二、三公休）,886-3-5518101,新竹縣竹東鎮東林路194巷8號,11:00-18:00,{},"{'PositionLon': 121.09600067138672, 'PositionLat': 24.737199783325195, 'GeoHash': 'wsqhex72t'}",文化類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000055,司馬庫斯部落,司馬庫斯素有「上帝的部落」之稱，位處台灣東北角的雲霧盛行帶地區，海拔約1600公尺上下，部落附近雖已開發，但距離兩小時腳程的地區就是原始林，更是檜木的故鄉。1975年是司馬庫斯重要的一年，這一年司馬庫斯有了電力，1995年司馬庫斯發展協會成立，以天地為鄰與日月為伴，創建教堂、民宿、部落教室、積極傳承泰雅文化，齊心合營這片位於雪山山脈西南稜線上的天堂樂土。來到這裡，請將俗事塵囂放諸腦後，細心聆聽瀑布山泉的天籟之音，感受參天檜木亙古千年的雄偉壯碩。,886-3-5847687,新竹縣尖石鄉玉峰村14鄰司馬庫斯2號,關西交流道→118縣道至關西→轉3號省道往橫山→合興接120縣道東行至尖石→右轉尖石大橋→沿秀巒產業道路經那羅、宇老→秀巒檢查哨辦理入山證後直行(此路崎嶇狹窄，一般車輛難行，需行前準備或洽當地居民瞭解路況)。,未提供,{},"{'PositionLon': 121.33300018310547, 'PositionLat': 24.577600479125977, 'GeoHash': 'wsq7bfpyz'}",觀光工廠類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000056,馬武督探索森林(綠光小學),於新竹縣關西鎮的鳥嘴山園區裡，面積四百餘公頃，海拔約一七四九公尺，有極豐富的天然資源，更具可媲美阿里山、溪頭及杉林溪等處特徵，可觀日出、雲海、神木、瀑布、奇岩怪石、風洞、猴洞、石龜、夜景，宛如世外桃源，內有烤肉區及露營區，對於喜愛漫步及森林浴者，是絕佳的好去處，環遊一週，包您心曠神怡，輕鬆無比，園區範圍廣闊，景色變化萬千，時間充裕，則可作二日或三日遊之安排。本森林世界景色隨四季各具特色，徜徉期間，可忘塵事繁瑣，實值得遊後再遊，樂而忘返。而馬武督探險森林和電視製作公司合作搭建的綠光小學，是為了偶像劇《綠光森林》量身打造而成，綠光小學是女主角兒時教學的地方，為了不破壞當地的林相和自然生態，耗費一番工夫才終告完成。徜徉森林之中，陽光從森林頂端灑落，柔和散落一地金粉，木造的綠光小學籠罩在如夢似幻的光暈下，四周環繞著高聳參天的樹木，讓人不禁幻想：如果也能有幸在這樣的自然環境長大、讀書識字，那會是怎麼樣的感覺？,886-3-5478645,新竹縣關西鎮錦山里12鄰錦山138-3號,自北二高關西交流道下後，左轉即於118號縣道上往關西方向行駛，通過台3號省道(60.4km)時，右方有台塑石油加油站、左方為7-11便利商店(位於118號縣道 25.8km)，繼續於118號縣道行駛，直至金鳥海族樂園大門(位於118號縣道37.5km)後，再過約80m處右方有一條山路直上約1km可達園區入口收費處，依收費標準停車購票後直接開車進入園區。,平日：09:00-17:00／假日：08:30-17:30,{},"{'PositionLon': 121.23200225830078, 'PositionLat': 24.774099349975586, 'GeoHash': 'wsqhytyrw'}",生態類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
C1_376440000A_000057,竹東河濱公園,騎上單車，徐徐涼風吹褪了身上的熱氣...。沿著清澈的頭前溪畔，眼看一片綠草如茵，青草隨著微風的吹送，搖曳生姿，這是城市中難以見到的遼闊。「竹東河濱公園」保留了相當完整的自然生態，設有許多運動場與運動設施，整合遊憩、生態、自然淨化功能，建構一處兼具水質淨化、環境保育、觀光休閒的帶狀綠色廊道。沿著河岸，錯身而過的，不再是匆匆趕路的人群，而是停下腳步，躺著、坐著、漫步著的幸福姿態。,886-3-5966177,新竹縣竹東鎮東林路88號,國道3號竹林 交流道→120縣道→123縣道→北興路二段,24 小時營業,{},"{'PositionLon': 121.08899688720703, 'PositionLat': 24.7455997467041, 'GeoHash': 'wsqhg2y3d'}",生態類,{},新竹縣,2023-07-13T01:40:49+08:00,2023-07-13T02:10:57+08:00
