PlateNumb,OperatorID,OperatorNo,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,BusPosition,Speed,Azimuth,DutyStatus,BusStatus,MessageType,GPSTime,SrcRecTime,SrcTransTime,UpdateTime
KKA-1211,34,1201,THB1611,1611,"{'Zh_tw': '1611', 'En': '1611'}",THB1611C2,1611C2,"{'Zh_tw': '1611C', 'En': '1611C'}",1,"{'PositionLon': 121.516433333333, 'PositionLat': 25.049355, 'GeoHash': 'wsqqt0je4'}",0.0,14.0,0,0,1,2023-07-13T23:02:54+08:00,2023-07-13T23:02:55+08:00,2023-07-13T23:02:55+08:00,2023-07-13T23:02:59+08:00
597-V2,29,0904,THB9117,9117,"{'Zh_tw': '9117', 'En': '9117'}",THB9117A2,9117A2,"{'Zh_tw': '9117A', 'En': '9117A'}",1,"{'PositionLon': 120.296365, 'PositionLat': 22.64402, 'GeoHash': 'wsj8c6jnu'}",45.0,3.0,1,0,1,2023-07-13T23:02:39+08:00,2023-07-13T23:02:39+08:00,2023-07-13T23:02:39+08:00,2023-07-13T23:02:44+08:00
FAC-359,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191701,191701,"{'Zh_tw': '1917', 'En': '1917'}",0,"{'PositionLon': 121.450935, 'PositionLat': 24.9977866666667, 'GeoHash': 'wsqq5wtye'}",0.0,0.0,2,0,1,2023-07-13T23:02:40+08:00,2023-07-13T23:02:41+08:00,2023-07-13T23:02:41+08:00,2023-07-13T23:02:44+08:00
195-U6,43,1102,THB9006,9006,"{'Zh_tw': '9006', 'En': '9006'}",THB900601,900601,"{'Zh_tw': '9006', 'En': '9006'}",0,"{'PositionLon': 121.714128333333, 'PositionLat': 25.1271883333333, 'GeoHash': 'wsqwcwm82'}",0.0,0.0,1,0,1,2023-07-13T23:02:25+08:00,2023-07-13T23:02:24+08:00,2023-07-13T23:02:24+08:00,2023-07-13T23:02:29+08:00
KKA-5707,55,0402,THB9018,9018,"{'Zh_tw': '9018', 'En': '9018'}",THB901801,901801,"{'Zh_tw': '9018', 'En': '9018'}",0,"{'PositionLon': 120.434965, 'PositionLat': 24.05657, 'GeoHash': 'wsm8ue65d'}",0.0,68.0,0,0,1,2023-07-13T23:02:19+08:00,2023-07-13T23:02:20+08:00,2023-07-13T23:02:20+08:00,2023-07-13T23:02:24+08:00
578-U6,34,1201,THB1625,1625,"{'Zh_tw': '1625', 'En': '1625'}",THB1625A2,1625A2,"{'Zh_tw': '1625A', 'En': '1625A'}",1,"{'PositionLon': 120.687958333333, 'PositionLat': 24.1400433333333, 'GeoHash': 'wsmc66d3c'}",25.0,91.0,0,0,1,2023-07-13T23:02:17+08:00,2023-07-13T23:02:17+08:00,2023-07-13T23:02:17+08:00,2023-07-13T23:02:19+08:00
535-V2,29,0904,THB8202,8202,"{'Zh_tw': '8202', 'En': '8202'}",THB820201,820201,"{'Zh_tw': '8202', 'En': '8202'}",0,"{'PositionLon': 120.453733333333, 'PositionLat': 22.46489, 'GeoHash': 'wevxucxer'}",1.0,200.0,1,0,1,2023-07-13T23:01:58+08:00,2023-07-13T23:01:59+08:00,2023-07-13T23:01:59+08:00,2023-07-13T23:02:04+08:00
726-FN,39,0913,THB1570,1570,"{'Zh_tw': '1570', 'En': '1570'}",THB157002,157002,"{'Zh_tw': '1570', 'En': '1570'}",1,"{'PositionLon': 121.772621666667, 'PositionLat': 24.7087383333333, 'GeoHash': 'wsqse404g'}",0.0,0.0,2,0,1,2023-07-13T23:01:53+08:00,2023-07-13T23:01:55+08:00,2023-07-13T23:01:55+08:00,2023-07-13T23:01:59+08:00
FAE-621,60,1403,THB6916,6916,"{'Zh_tw': '6916', 'En': '6916'}",THB691601,691601,"{'Zh_tw': '6916', 'En': '6916'}",0,"{'PositionLon': 120.688613333333, 'PositionLat': 23.90569, 'GeoHash': 'wsjzfrfu8'}",0.0,0.0,2,0,1,2023-07-13T23:01:39+08:00,2023-07-13T23:01:39+08:00,2023-07-13T23:01:39+08:00,2023-07-13T23:01:44+08:00
725-FU,39,0913,THB1571,1571,"{'Zh_tw': '1571', 'En': '1571'}",THB157102,157102,"{'Zh_tw': '1571', 'En': '1571'}",1,"{'PositionLon': 121.758621666667, 'PositionLat': 24.7521416666667, 'GeoHash': 'wsqsf9vzt'}",27.0,21.0,1,0,1,2023-07-13T23:01:33+08:00,2023-07-13T23:01:34+08:00,2023-07-13T23:01:34+08:00,2023-07-13T23:01:39+08:00
730-U9,25,0801,THB7512,7512,"{'Zh_tw': '7512', 'En': '7512'}",THB7512E1,7512E1,"{'Zh_tw': '7512E', 'En': '7512E'}",0,"{'PositionLon': 120.28779, 'PositionLat': 22.64209, 'GeoHash': 'wsj8c1ygs'}",0.0,0.0,1,0,1,2023-07-13T23:01:05+08:00,2023-07-13T23:01:33+08:00,2023-07-13T23:01:33+08:00,2023-07-13T23:01:34+08:00
819-FZ,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191702,191702,"{'Zh_tw': '1917', 'En': '1917'}",1,"{'PositionLon': 121.783608333333, 'PositionLat': 24.6736016666667, 'GeoHash': 'wsqs778n5'}",0.0,326.0,0,0,1,2023-07-13T23:01:16+08:00,2023-07-13T23:01:17+08:00,2023-07-13T23:01:17+08:00,2023-07-13T23:01:19+08:00
FAC-086,43,1102,THB1061,1061,"{'Zh_tw': '1061', 'En': '1061'}",THB106101,106101,"{'Zh_tw': '1061', 'En': '1061'}",0,"{'PositionLon': 121.808413333333, 'PositionLat': 25.1076866666667, 'GeoHash': 'wsqwgfdnv'}",0.0,0.0,1,0,1,2023-07-13T23:01:00+08:00,2023-07-13T23:01:00+08:00,2023-07-13T23:01:00+08:00,2023-07-13T23:01:04+08:00
FAD-281,18,0909,THB5900,5900,"{'Zh_tw': '5900', 'En': '5900'}",THB590001,590001,"{'Zh_tw': '5900', 'En': '5900'}",0,"{'PositionLon': 121.01012, 'PositionLat': 24.8385566666667, 'GeoHash': 'wsqj39szh'}",0.0,0.0,0,0,1,2023-07-13T23:01:00+08:00,2023-07-13T23:01:00+08:00,2023-07-13T23:01:00+08:00,2023-07-13T23:01:04+08:00
812-FS,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500I2,7500I2,"{'Zh_tw': '7500I', 'En': '7500I'}",1,"{'PositionLon': 120.29364, 'PositionLat': 23.30516, 'GeoHash': 'wsjs96e4k'}",0.0,250.0,1,0,1,2023-07-13T23:00:31+08:00,2023-07-13T23:00:33+08:00,2023-07-13T23:00:33+08:00,2023-07-13T23:00:34+08:00
KKA-6573,54,0602,THB6268,6268,"{'Zh_tw': '6268', 'En': '6268'}",THB6268F2,6268F2,"{'Zh_tw': '6268F', 'En': '6268F'}",1,"{'PositionLon': 120.96051, 'PositionLat': 23.95634, 'GeoHash': 'wsq0290gb'}",0.0,113.0,1,0,1,2023-07-13T23:00:26+08:00,2023-07-13T23:00:28+08:00,2023-07-13T23:00:28+08:00,2023-07-13T23:00:29+08:00
KKA-3660,17,0809,THB5203,5203,"{'Zh_tw': '5203', 'En': '5203'}",THB5203A1,5203A1,"{'Zh_tw': '5203A', 'En': '5203A'}",0,"{'PositionLon': 121.295845, 'PositionLat': 25.0591133333333, 'GeoHash': 'wsqq81ugy'}",18.0,272.0,0,0,1,2023-07-13T22:59:59+08:00,2023-07-13T22:59:59+08:00,2023-07-13T23:00:00+08:00,2023-07-13T23:00:04+08:00
FAD-597,12,1002,THB9025,9025,"{'Zh_tw': '9025', 'En': '9025'}",THB902502,902502,"{'Zh_tw': '9025', 'En': '9025'}",1,"{'PositionLon': 121.22208, 'PositionLat': 24.95533, 'GeoHash': 'wsqjyqzpr'}",0.0,0.0,0,0,1,2023-07-13T22:59:11+08:00,2023-07-13T22:59:11+08:00,2023-07-13T22:59:11+08:00,2023-07-13T22:59:14+08:00
KKA-0532,50,0604,THB2000,2000,"{'Zh_tw': '2000', 'En': '2000'}",THB200002,200002,"{'Zh_tw': '2000', 'En': '2000'}",1,"{'PositionLon': 121.549261666667, 'PositionLat': 25.0555133333333, 'GeoHash': 'wsqqtcjqz'}",5.0,92.0,0,0,1,2023-07-13T22:59:05+08:00,2023-07-13T22:59:06+08:00,2023-07-13T22:59:06+08:00,2023-07-13T22:59:09+08:00
053-U7,45,1101,THB1813,1813,"{'Zh_tw': '1813', 'En': '1813'}",THB1813I1,1813I1,"{'Zh_tw': '1813I', 'En': '1813I'}",0,"{'PositionLon': 121.740496666667, 'PositionLat': 25.1312833333333, 'GeoHash': 'wsqwfr08r'}",0.0,0.0,1,0,1,2023-07-13T22:58:58+08:00,2023-07-13T22:58:58+08:00,2023-07-13T22:58:58+08:00,2023-07-13T22:58:59+08:00
353-FQ,35,1308,THB1356,1356,"{'Zh_tw': '1356', 'En': '1356'}",THB135601,135601,"{'Zh_tw': '1356', 'En': '1356'}",0,"{'PositionLon': 121.260138333333, 'PositionLat': 25.0762516666667, 'GeoHash': 'wsqnxkfzy'}",0.0,0.0,2,0,1,2023-07-13T22:58:58+08:00,2023-07-13T22:58:58+08:00,2023-07-13T22:58:58+08:00,2023-07-13T22:58:59+08:00
037-U7,45,1101,THB1802,1802,"{'Zh_tw': '1802', 'En': '1802'}",THB180202,180202,"{'Zh_tw': '1802', 'En': '1802'}",1,"{'PositionLon': 121.741255, 'PositionLat': 25.13586, 'GeoHash': 'wsqwfrc6b'}",15.0,298.0,1,0,1,2023-07-13T22:58:45+08:00,2023-07-13T22:58:45+08:00,2023-07-13T22:58:45+08:00,2023-07-13T22:58:49+08:00
788-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500W1,7500W1,"{'Zh_tw': '7500W', 'En': '7500W'}",0,"{'PositionLon': 120.20901, 'PositionLat': 23.00242, 'GeoHash': 'wsj6z7mwb'}",0.0,90.0,1,0,1,2023-07-13T22:58:47+08:00,2023-07-13T22:58:48+08:00,2023-07-13T22:58:48+08:00,2023-07-13T22:58:49+08:00
KKA-0286,52,0601,THB9006,9006,"{'Zh_tw': '9006', 'En': '9006'}",THB900602,900602,"{'Zh_tw': '9006', 'En': '9006'}",1,"{'PositionLon': 121.517343333333, 'PositionLat': 25.0954233333333, 'GeoHash': 'wsqqv0qpr'}",0.0,0.0,1,0,1,2023-07-13T22:58:31+08:00,2023-07-13T22:58:30+08:00,2023-07-13T22:58:30+08:00,2023-07-13T22:58:34+08:00
KKA-3803,16,0702,THB5250,5250,"{'Zh_tw': '5250', 'En': '5250'}",THB5250A1,5250A1,"{'Zh_tw': '5250A', 'En': '5250A'}",0,"{'PositionLon': 121.24188, 'PositionLat': 25.1077483333333, 'GeoHash': 'wsqnyftxh'}",42.0,250.0,0,0,1,2023-07-13T22:58:17+08:00,2023-07-13T22:58:17+08:00,2023-07-13T22:58:17+08:00,2023-07-13T22:58:19+08:00
EAL-2770,60,1403,THB6906,6906,"{'Zh_tw': '6906', 'En': '6906'}",THB690601,690601,"{'Zh_tw': '6906', 'En': '6906'}",0,"{'PositionLon': 120.478148333333, 'PositionLat': 24.1475466666667, 'GeoHash': 'wsm9mect8'}",0.0,0.0,2,0,1,2023-07-13T22:57:43+08:00,2023-07-13T22:57:43+08:00,2023-07-13T22:57:43+08:00,2023-07-13T22:57:44+08:00
913-FZ,34,1201,THB1617,1617,"{'Zh_tw': '1617', 'En': '1617'}",THB1617C1,1617C1,"{'Zh_tw': '1617C', 'En': '1617C'}",0,"{'PositionLon': 120.823898333333, 'PositionLat': 24.258485, 'GeoHash': 'wsmfj2j7b'}",24.0,159.0,0,0,1,2023-07-13T22:57:35+08:00,2023-07-13T22:57:35+08:00,2023-07-13T22:57:35+08:00,2023-07-13T22:57:39+08:00
KKA-7629,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500V2,7500V2,"{'Zh_tw': '7500V', 'En': '7500V'}",1,"{'PositionLon': 120.2089, 'PositionLat': 23.00237, 'GeoHash': 'wsj6z7mqw'}",0.0,73.0,1,0,1,2023-07-13T22:57:14+08:00,2023-07-13T22:57:17+08:00,2023-07-13T22:57:17+08:00,2023-07-13T22:57:19+08:00
KKA-5023,61,1001,THB6713,6713,"{'Zh_tw': '6713', 'En': '6713'}",THB671301,671301,"{'Zh_tw': '6713', 'En': '6713'}",0,"{'PositionLon': 120.36967, 'PositionLat': 23.9000516666667, 'GeoHash': 'wsjxgnfeb'}",0.0,42.0,1,0,1,2023-07-13T22:57:00+08:00,2023-07-13T22:56:59+08:00,2023-07-13T22:56:59+08:00,2023-07-13T22:57:04+08:00
952-U7,41,0301,THB9005,9005,"{'Zh_tw': '9005', 'En': '9005'}",THB900501,900501,"{'Zh_tw': '9005', 'En': '9005'}",0,"{'PositionLon': 121.567121666667, 'PositionLat': 25.0410266666667, 'GeoHash': 'wsqqqqd6x'}",29.0,89.0,1,0,1,2023-07-13T22:56:39+08:00,2023-07-13T22:56:39+08:00,2023-07-13T22:56:39+08:00,2023-07-13T22:56:44+08:00
FAB-915,45,1101,THB1871,1871,"{'Zh_tw': '1871', 'En': '1871'}",THB187102,187102,"{'Zh_tw': '1871', 'En': '1871'}",1,"{'PositionLon': 120.685995, 'PositionLat': 24.1405933333333, 'GeoHash': 'wsmc668v5'}",31.0,357.0,1,0,1,2023-07-13T22:56:37+08:00,2023-07-13T22:56:37+08:00,2023-07-13T22:56:37+08:00,2023-07-13T22:56:39+08:00
382-FP,47,1405,THB2011,2011,"{'Zh_tw': '2011', 'En': '2011'}",THB201102,201102,"{'Zh_tw': '2011', 'En': '2011'}",1,"{'PositionLon': 120.975571666667, 'PositionLat': 24.8019933333333, 'GeoHash': 'wsqj0g5dp'}",0.0,35.0,0,0,1,2023-07-13T22:55:43+08:00,2023-07-13T22:55:46+08:00,2023-07-13T22:55:47+08:00,2023-07-13T22:55:49+08:00
666-U7,11,0404,THB9001,9001,"{'Zh_tw': '9001', 'En': '9001'}",THB900102,900102,"{'Zh_tw': '9001', 'En': '9001'}",1,"{'PositionLon': 121.199163333333, 'PositionLat': 24.9550566666667, 'GeoHash': 'wsqjvyyt9'}",0.0,154.0,0,0,1,2023-07-13T22:55:42+08:00,2023-07-13T22:55:45+08:00,2023-07-13T22:55:45+08:00,2023-07-13T22:55:49+08:00
567-U6,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610A1,1610A1,"{'Zh_tw': '1610A', 'En': '1610A'}",0,"{'PositionLon': 120.627973333333, 'PositionLat': 24.1769733333333, 'GeoHash': 'wsmc8cq95'}",0.0,0.0,0,0,1,2023-07-13T22:55:39+08:00,2023-07-13T22:55:38+08:00,2023-07-13T22:55:39+08:00,2023-07-13T22:55:44+08:00
FAD-027,45,1101,THB1866,1866,"{'Zh_tw': '1866', 'En': '1866'}",THB1866B2,1866B2,"{'Zh_tw': '1866B', 'En': '1866B'}",1,"{'PositionLon': 120.972848333333, 'PositionLat': 24.8010716666667, 'GeoHash': 'wsqj0fcsx'}",0.0,0.0,2,0,1,2023-07-13T22:55:40+08:00,2023-07-13T22:55:40+08:00,2023-07-13T22:55:40+08:00,2023-07-13T22:55:44+08:00
FAD-216,13,1303,THB9003,9003,"{'Zh_tw': '9003', 'En': '9003'}",THB900301,900301,"{'Zh_tw': '9003', 'En': '9003'}",0,"{'PositionLon': 120.97462, 'PositionLat': 24.80163, 'GeoHash': 'wsqj0fgpb'}",5.0,325.0,0,0,1,2023-07-13T22:54:59+08:00,2023-07-13T22:55:17+08:00,2023-07-13T22:55:17+08:00,2023-07-13T22:55:19+08:00
KKA-5565,56,0501,THB9010,9010,"{'Zh_tw': '9010', 'En': '9010'}",THB9010A2,9010A2,"{'Zh_tw': '9010A', 'En': '9010A'}",1,"{'PositionLon': 120.679171666667, 'PositionLat': 24.13867, 'GeoHash': 'wsmc647cu'}",24.0,128.0,0,0,1,2023-07-13T22:54:11+08:00,2023-07-13T22:54:11+08:00,2023-07-13T22:54:11+08:00,2023-07-13T22:54:14+08:00
215-U5,45,1101,THB1816,1816,"{'Zh_tw': '1816', 'En': '1816'}",THB181601,181601,"{'Zh_tw': '1816', 'En': '1816'}",0,"{'PositionLon': 121.3124, 'PositionLat': 24.9868516666667, 'GeoHash': 'wsqq0s8yz'}",0.0,0.0,2,0,1,2023-07-13T22:54:05+08:00,2023-07-13T22:54:05+08:00,2023-07-13T22:54:05+08:00,2023-07-13T22:54:09+08:00
389-U6,51,0907,THB9069,9069,"{'Zh_tw': '9069', 'En': '9069'}",THB9069A2,9069A2,"{'Zh_tw': '9069A', 'En': '9069A'}",1,"{'PositionLon': 121.313551666667, 'PositionLat': 24.9906933333333, 'GeoHash': 'wsqq0t3v6'}",1.0,0.0,2,0,1,2023-07-13T22:54:08+08:00,2023-07-13T22:54:08+08:00,2023-07-13T22:54:08+08:00,2023-07-13T22:54:09+08:00
KKA-2777,42,1407,THB9023,9023,"{'Zh_tw': '9023', 'En': '9023'}",THB902301,902301,"{'Zh_tw': '9023', 'En': '9023'}",0,"{'PositionLon': 121.523303333333, 'PositionLat': 25.0825266666667, 'GeoHash': 'wsqqtq4s6'}",46.0,17.0,1,0,1,2023-07-13T22:53:47+08:00,2023-07-13T22:53:47+08:00,2023-07-13T22:53:47+08:00,2023-07-13T22:53:49+08:00
591-V6,12,1002,THB9023,9023,"{'Zh_tw': '9023', 'En': '9023'}",THB902302,902302,"{'Zh_tw': '9023', 'En': '9023'}",1,"{'PositionLon': 121.31311, 'PositionLat': 24.98545, 'GeoHash': 'wsqq0s3wb'}",8.0,82.0,1,0,1,2023-07-13T22:53:29+08:00,2023-07-13T22:53:29+08:00,2023-07-13T22:53:29+08:00,2023-07-13T22:53:34+08:00
KKA-7867,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500G1,7500G1,"{'Zh_tw': '7500G', 'En': '7500G'}",0,"{'PositionLon': 121.51647, 'PositionLat': 25.04948, 'GeoHash': 'wsqqt0jef'}",0.0,8.0,1,0,1,2023-07-13T22:53:22+08:00,2023-07-13T22:53:24+08:00,2023-07-13T22:53:24+08:00,2023-07-13T22:53:29+08:00
FAD-038,45,1101,THB1866,1866,"{'Zh_tw': '1866', 'En': '1866'}",THB1866B1,1866B1,"{'Zh_tw': '1866B', 'En': '1866B'}",0,"{'PositionLon': 120.685855, 'PositionLat': 24.1417366666667, 'GeoHash': 'wsmc66bgb'}",0.0,0.0,1,0,1,2023-07-13T22:53:05+08:00,2023-07-13T22:53:04+08:00,2023-07-13T22:53:05+08:00,2023-07-13T22:53:09+08:00
KKA-0616,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,"{'PositionLon': 121.794795, 'PositionLat': 25.14081, 'GeoHash': 'wsqx588rb'}",26.0,52.0,0,0,1,2023-07-13T22:53:01+08:00,2023-07-13T22:53:01+08:00,2023-07-13T22:53:01+08:00,2023-07-13T22:53:04+08:00
FAB-917,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB1815D1,1815D1,"{'Zh_tw': '1815D', 'En': '1815D'}",0,"{'PositionLon': 121.687565, 'PositionLat': 25.1833783333333, 'GeoHash': 'wsqx306pv'}",20.0,335.0,1,0,1,2023-07-13T22:52:26+08:00,2023-07-13T22:52:57+08:00,2023-07-13T22:52:57+08:00,2023-07-13T22:52:59+08:00
KKB-1507,34,1201,THB1662,1662,"{'Zh_tw': '1662', 'En': '1662'}",THB166202,166202,"{'Zh_tw': '1662', 'En': '1662'}",1,"{'PositionLon': 121.314166666667, 'PositionLat': 24.9876616666667, 'GeoHash': 'wsqq0sf78'}",7.0,30.0,0,0,1,2023-07-13T22:52:54+08:00,2023-07-13T22:52:54+08:00,2023-07-13T22:52:55+08:00,2023-07-13T22:52:59+08:00
181-FM,61,1001,THB6881,6881,"{'Zh_tw': '6881', 'En': '6881'}",THB688102,688102,"{'Zh_tw': '6881', 'En': '6881'}",1,"{'PositionLon': 120.570665, 'PositionLat': 23.9614033333333, 'GeoHash': 'wsm8rdhck'}",16.0,82.0,1,0,1,2023-07-13T22:52:39+08:00,2023-07-13T22:52:39+08:00,2023-07-13T22:52:39+08:00,2023-07-13T22:52:44+08:00
KKB-0210,48,0403,THB2022,2022,"{'Zh_tw': '2022', 'En': '2022'}",THB202202,202202,"{'Zh_tw': '2022', 'En': '2022'}",1,"{'PositionLon': 121.520443333333, 'PositionLat': 25.0928033333333, 'GeoHash': 'wsqqv202p'}",0.0,0.0,2,0,1,2023-07-13T22:52:42+08:00,2023-07-13T22:52:42+08:00,2023-07-13T22:52:42+08:00,2023-07-13T22:52:44+08:00
517-U9,25,0801,THB7502,7502,"{'Zh_tw': '7502', 'En': '7502'}",THB750202,750202,"{'Zh_tw': '7502', 'En': '7502'}",1,"{'PositionLon': 120.43984, 'PositionLat': 23.47999, 'GeoHash': 'wsjtsdmsg'}",9.0,35.0,1,0,1,2023-07-13T22:52:13+08:00,2023-07-13T22:52:15+08:00,2023-07-13T22:52:16+08:00,2023-07-13T22:52:19+08:00
KKA-9878,39,0913,THB1579,1579,"{'Zh_tw': '1579', 'En': '1579'}",THB157902,157902,"{'Zh_tw': '1579', 'En': '1579'}",1,"{'PositionLon': 121.801881666667, 'PositionLat': 25.1366333333333, 'GeoHash': 'wsqwgxvrt'}",21.0,356.0,0,0,1,2023-07-13T22:51:29+08:00,2023-07-13T22:51:29+08:00,2023-07-13T22:51:29+08:00,2023-07-13T22:51:34+08:00
743-FN,39,0913,THB1570,1570,"{'Zh_tw': '1570', 'En': '1570'}",THB157002,157002,"{'Zh_tw': '1570', 'En': '1570'}",1,"{'PositionLon': 121.775385, 'PositionLat': 24.677995, 'GeoHash': 'wsqs7h6ps'}",0.0,0.0,1,0,1,2023-07-13T22:51:27+08:00,2023-07-13T22:51:28+08:00,2023-07-13T22:51:28+08:00,2023-07-13T22:51:29+08:00
KKA-9815,41,0301,THB9003,9003,"{'Zh_tw': '9003', 'En': '9003'}",THB900302,900302,"{'Zh_tw': '9003', 'En': '9003'}",1,"{'PositionLon': 121.516976666667, 'PositionLat': 25.0495883333333, 'GeoHash': 'wsqqt0juq'}",0.0,0.0,1,0,1,2023-07-13T22:50:49+08:00,2023-07-13T22:50:50+08:00,2023-07-13T22:50:50+08:00,2023-07-13T22:50:54+08:00
FAB-137,34,1201,THB1621,1621,"{'Zh_tw': '1621', 'En': '1621'}",THB1621E2,1621E2,"{'Zh_tw': '1621E', 'En': '1621E'}",1,"{'PositionLon': 120.687755, 'PositionLat': 24.1373816666667, 'GeoHash': 'wsmc6644k'}",9.0,353.0,0,0,1,2023-07-13T22:50:42+08:00,2023-07-13T22:50:43+08:00,2023-07-13T22:50:43+08:00,2023-07-13T22:50:44+08:00
466-FY,45,1101,THB1878,1878,"{'Zh_tw': '1878', 'En': '1878'}",THB187801,187801,"{'Zh_tw': '1878', 'En': '1878'}",0,"{'PositionLon': 121.759985, 'PositionLat': 24.7522266666667, 'GeoHash': 'wsqsfdnbj'}",10.0,187.0,1,0,1,2023-07-13T22:50:12+08:00,2023-07-13T22:50:11+08:00,2023-07-13T22:50:11+08:00,2023-07-13T22:50:14+08:00
453-FY,45,1101,THB1879,1879,"{'Zh_tw': '1879', 'En': '1879'}",THB1879A1,1879A1,"{'Zh_tw': '1879A', 'En': '1879A'}",0,"{'PositionLon': 121.775568333333, 'PositionLat': 24.6780416666667, 'GeoHash': 'wsqs7hd20'}",0.0,0.0,1,0,1,2023-07-13T22:48:56+08:00,2023-07-13T22:48:56+08:00,2023-07-13T22:48:56+08:00,2023-07-13T22:48:59+08:00
868-FR,39,0913,THB1572,1572,"{'Zh_tw': '1572', 'En': '1572'}",THB1572B2,1572B2,"{'Zh_tw': '1572B', 'En': '1572B'}",1,"{'PositionLon': 121.777571666667, 'PositionLat': 24.831055, 'GeoHash': 'wsqt707er'}",0.0,0.0,1,0,1,2023-07-13T22:48:35+08:00,2023-07-13T22:48:36+08:00,2023-07-13T22:48:36+08:00,2023-07-13T22:48:39+08:00
501-U6,45,1101,THB9188,9188,"{'Zh_tw': '9188', 'En': '9188'}",THB918802,918802,"{'Zh_tw': '9188', 'En': '9188'}",1,"{'PositionLon': 120.296563333333, 'PositionLat': 22.6452633333333, 'GeoHash': 'wsj8c6mq1'}",0.0,14.0,1,0,1,2023-07-13T22:47:59+08:00,2023-07-13T22:47:59+08:00,2023-07-13T22:47:59+08:00,2023-07-13T22:48:04+08:00
513-U5,34,1201,THB1616,1616,"{'Zh_tw': '1616', 'En': '1616'}",THB1616B2,1616B2,"{'Zh_tw': '1616B', 'En': '1616B'}",1,"{'PositionLon': 120.558971666667, 'PositionLat': 23.9701866666667, 'GeoHash': 'wsm8r7sk7'}",0.0,18.0,0,0,1,2023-07-13T22:47:57+08:00,2023-07-13T22:47:57+08:00,2023-07-13T22:47:57+08:00,2023-07-13T22:47:59+08:00
889-FW,45,1101,THB1824,1824,"{'Zh_tw': '1824', 'En': '1824'}",THB182402,182402,"{'Zh_tw': '1824', 'En': '1824'}",1,"{'PositionLon': 121.438625, 'PositionLat': 25.0860333333333, 'GeoHash': 'wsqqequbt'}",0.0,0.0,2,0,1,2023-07-13T22:47:42+08:00,2023-07-13T22:47:42+08:00,2023-07-13T22:47:42+08:00,2023-07-13T22:47:44+08:00
FAC-077,40,1310,THB9026,9026,"{'Zh_tw': '9026', 'En': '9026'}",THB902602,902602,"{'Zh_tw': '9026', 'En': '9026'}",1,"{'PositionLon': 121.690035, 'PositionLat': 25.1614216666667, 'GeoHash': 'wsqx1h7zz'}",37.0,280.0,0,100,1,2023-07-13T22:47:42+08:00,2023-07-13T22:47:43+08:00,2023-07-13T22:47:43+08:00,2023-07-13T22:47:44+08:00
895-U7,14,0911,THB5801,5801,"{'Zh_tw': '5801', 'En': '5801'}",THB580101,580101,"{'Zh_tw': '5801', 'En': '5801'}",0,"{'PositionLon': 120.815523333333, 'PositionLat': 24.5547433333333, 'GeoHash': 'wsmgtnp1t'}",28.0,184.0,1,0,1,2023-07-13T22:47:14+08:00,2023-07-13T22:47:17+08:00,2023-07-13T22:47:17+08:00,2023-07-13T22:47:19+08:00
KKA-9926,39,0913,THB1579,1579,"{'Zh_tw': '1579', 'En': '1579'}",THB1579A2,1579A2,"{'Zh_tw': '1579A', 'En': '1579A'}",1,"{'PositionLon': 121.801885, 'PositionLat': 25.1369333333333, 'GeoHash': 'wsqx58j3m'}",16.0,344.0,0,0,1,2023-07-13T22:47:06+08:00,2023-07-13T22:47:07+08:00,2023-07-13T22:47:07+08:00,2023-07-13T22:47:09+08:00
FAB-801,45,1101,THB1800,1800,"{'Zh_tw': '1800', 'En': '1800'}",THB180001,180001,"{'Zh_tw': '1800', 'En': '1800'}",0,"{'PositionLon': 121.740456666667, 'PositionLat': 25.13131, 'GeoHash': 'wsqwfr08q'}",0.0,0.0,1,0,1,2023-07-13T22:46:54+08:00,2023-07-13T22:46:54+08:00,2023-07-13T22:46:54+08:00,2023-07-13T22:46:59+08:00
KKA-0281,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,"{'PositionLon': 121.794096666667, 'PositionLat': 25.1403183333333, 'GeoHash': 'wsqx52xub'}",27.0,49.0,0,0,1,2023-07-13T22:46:43+08:00,2023-07-13T22:46:44+08:00,2023-07-13T22:46:44+08:00,2023-07-13T22:46:49+08:00
