PlateNumb,OperatorID,OperatorNo,RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,StopUID,StopID,StopName,StopSequence,MessageType,DutyStatus,BusStatus,A2EventType,GPSTime,SrcRecTime,SrcTransTime,UpdateTime
KKA-1289,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610A1,1610A1,"{'Zh_tw': '1610A', 'En': '1610A'}",0,THB267760,267760,"{'Zh_tw': '重陽站', 'En': 'Chongyang Station'}",2,2,0,0,0,2023-07-13T23:46:04+08:00,2023-07-13T23:46:04+08:00,2023-07-13T23:46:04+08:00,2023-07-13T23:46:09+08:00
383-FQ,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB191502,191502,"{'Zh_tw': '1915', 'En': '1915'}",1,THB256993,256993,"{'Zh_tw': '捷運科技大樓站', 'En': 'Technology Building Station'}",4,2,1,0,0,2023-07-13T23:45:57+08:00,2023-07-13T23:45:58+08:00,2023-07-13T23:45:58+08:00,2023-07-13T23:45:59+08:00
198-U5,45,1101,THB1841,1841,"{'Zh_tw': '1841', 'En': '1841'}",THB184102,184102,"{'Zh_tw': '1841', 'En': '1841'}",1,THB269908,269908,"{'Zh_tw': '長榮', 'En': 'Changrong'}",18,2,1,0,1,2023-07-13T23:45:15+08:00,2023-07-13T23:45:16+08:00,2023-07-13T23:45:16+08:00,2023-07-13T23:45:19+08:00
FAC-520,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB191601,191601,"{'Zh_tw': '1916', 'En': '1916'}",0,THB254112,254112,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",5,2,1,0,1,2023-07-13T23:45:14+08:00,2023-07-13T23:45:15+08:00,2023-07-13T23:45:15+08:00,2023-07-13T23:45:19+08:00
430-FZ,39,0913,THB1572,1572,"{'Zh_tw': '1572', 'En': '1572'}",THB1572B2,1572B2,"{'Zh_tw': '1572B', 'En': '1572B'}",1,THB257812,257812,"{'Zh_tw': '礁溪轉運站', 'En': 'Jiaosi Transfer Station'}",3,2,1,0,1,2023-07-13T23:44:58+08:00,2023-07-13T23:45:11+08:00,2023-07-13T23:45:11+08:00,2023-07-13T23:45:14+08:00
977-FZ,34,1201,THB1633,1633,"{'Zh_tw': '1633', 'En': '1633'}",THB1633B1,1633B1,"{'Zh_tw': '1633B', 'En': '1633B'}",0,THB266347,266347,"{'Zh_tw': '北港', 'En': 'Beigang'}",19,2,0,0,1,2023-07-13T23:45:04+08:00,2023-07-13T23:45:05+08:00,2023-07-13T23:45:05+08:00,2023-07-13T23:45:09+08:00
KKA-0280,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,THB300765,300765,"{'Zh_tw': '調和市場', 'En': 'Diaohe  Market'}",22,2,0,100,0,2023-07-13T23:44:37+08:00,2023-07-13T23:44:37+08:00,2023-07-13T23:44:37+08:00,2023-07-13T23:44:39+08:00
738-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500F2,7500F2,"{'Zh_tw': '7500F', 'En': '7500F'}",1,THB189264,189264,"{'Zh_tw': '三重站', 'En': 'Sanzhong Station'}",2,2,1,0,0,2023-07-13T23:44:03+08:00,2023-07-13T23:44:03+08:00,2023-07-13T23:44:03+08:00,2023-07-13T23:44:04+08:00
203-U5,45,1101,THB1841,1841,"{'Zh_tw': '1841', 'En': '1841'}",THB184101,184101,"{'Zh_tw': '1841', 'En': '1841'}",0,THB304584,304584,"{'Zh_tw': '桃園機場第二航廈', 'En': 'Taoyuan Airport  Terminal 2'}",32,2,1,0,1,2023-07-13T23:43:31+08:00,2023-07-13T23:43:32+08:00,2023-07-13T23:43:32+08:00,2023-07-13T23:43:34+08:00
FAC-327,35,1308,THB1916,1916,"{'Zh_tw': '1916', 'En': '1916'}",THB1916A2,1916A2,"{'Zh_tw': '1916A', 'En': '1916A'}",1,THB253737,253737,"{'Zh_tw': '宜蘭轉運站', 'En': 'Yilan Transfer Station'}",4,2,1,0,1,2023-07-13T23:43:05+08:00,2023-07-13T23:43:06+08:00,2023-07-13T23:43:06+08:00,2023-07-13T23:43:09+08:00
KKA-7697,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500J1,7500J1,"{'Zh_tw': '7500J', 'En': '7500J'}",0,THB178344,178344,"{'Zh_tw': '新營站', 'En': 'Xinying Station'}",1,2,1,0,0,2023-07-13T23:42:48+08:00,2023-07-13T23:42:49+08:00,2023-07-13T23:42:49+08:00,2023-07-13T23:42:54+08:00
FAB-675,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610A1,1610A1,"{'Zh_tw': '1610A', 'En': '1610A'}",0,THB308696,308696,"{'Zh_tw': '建國客運站', 'En': 'TRA Kaohsiung Station'}",11,2,0,0,1,2023-07-13T23:42:44+08:00,2023-07-13T23:42:45+08:00,2023-07-13T23:42:45+08:00,2023-07-13T23:42:49+08:00
KKA-0618,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A2,2088A2,"{'Zh_tw': '2088A', 'En': '2088A'}",1,THB304661,304661,"{'Zh_tw': '海生館站', 'En': 'National Museum of Marine Biology and Aquarium Sta'}",23,2,0,0,0,2023-07-13T23:42:33+08:00,2023-07-13T23:42:34+08:00,2023-07-13T23:42:34+08:00,2023-07-13T23:42:39+08:00
776-FY,42,1407,THB9023,9023,"{'Zh_tw': '9023', 'En': '9023'}",THB902301,902301,"{'Zh_tw': '9023', 'En': '9023'}",0,THB293151,293151,"{'Zh_tw': '圓山皇宮大廈', 'En': 'Yuanshan Palace Bldg'}",12,2,1,0,1,2023-07-13T23:42:13+08:00,2023-07-13T23:42:21+08:00,2023-07-13T23:42:21+08:00,2023-07-13T23:42:24+08:00
KKA-3259,49,0302,THB1962,1962,"{'Zh_tw': '1962', 'En': '1962'}",THB196202,196202,"{'Zh_tw': '1962', 'En': '1962'}",1,THB254331,254331,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",12,2,0,0,1,2023-07-13T23:42:16+08:00,2023-07-13T23:42:17+08:00,2023-07-13T23:42:17+08:00,2023-07-13T23:42:19+08:00
753-FN,39,0913,THB1571,1571,"{'Zh_tw': '1571', 'En': '1571'}",THB157102,157102,"{'Zh_tw': '1571', 'En': '1571'}",1,THB257959,257959,"{'Zh_tw': '宜蘭轉運站', 'En': 'Yilan Transfer Station'}",3,2,1,0,1,2023-07-13T23:42:04+08:00,2023-07-13T23:42:04+08:00,2023-07-13T23:42:04+08:00,2023-07-13T23:42:09+08:00
FAC-350,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB191701,191701,"{'Zh_tw': '1917', 'En': '1917'}",0,THB254112,254112,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",5,2,1,0,1,2023-07-13T23:42:03+08:00,2023-07-13T23:42:06+08:00,2023-07-13T23:42:06+08:00,2023-07-13T23:42:09+08:00
366-U6,34,1201,THB1612,1612,"{'Zh_tw': '1612', 'En': '1612'}",THB1612D1,1612D1,"{'Zh_tw': '1612D', 'En': '1612D'}",0,THB303927,303927,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",10,2,0,0,1,2023-07-13T23:41:42+08:00,2023-07-13T23:41:43+08:00,2023-07-13T23:41:43+08:00,2023-07-13T23:41:44+08:00
KKA-8152,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B2,1619B2,"{'Zh_tw': '1619B', 'En': '1619B'}",1,THB289792,289792,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",10,2,0,0,1,2023-07-13T23:41:32+08:00,2023-07-13T23:41:33+08:00,2023-07-13T23:41:33+08:00,2023-07-13T23:41:34+08:00
685-FU,39,0913,THB1570,1570,"{'Zh_tw': '1570', 'En': '1570'}",THB157002,157002,"{'Zh_tw': '1570', 'En': '1570'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",3,2,1,0,1,2023-07-13T23:41:17+08:00,2023-07-13T23:41:18+08:00,2023-07-13T23:41:18+08:00,2023-07-13T23:41:19+08:00
987-FY,28,1003,THB9188,9188,"{'Zh_tw': '9188', 'En': '9188'}",THB918801,918801,"{'Zh_tw': '9188', 'En': '9188'}",0,THB271068,271068,"{'Zh_tw': '鵝鑾鼻', 'En': 'Eluanbi'}",105,2,0,0,1,2023-07-13T23:40:55+08:00,2023-07-13T23:40:55+08:00,2023-07-13T23:40:55+08:00,2023-07-13T23:40:59+08:00
KKA-8157,34,1201,THB1623,1623,"{'Zh_tw': '1623', 'En': '1623'}",THB162302,162302,"{'Zh_tw': '1623', 'En': '1623'}",1,THB283570,283570,"{'Zh_tw': '桃園機場第二航廈', 'En': 'Taoyuan Airport  Terminal 2'}",2,2,0,0,0,2023-07-13T23:40:56+08:00,2023-07-13T23:40:57+08:00,2023-07-13T23:40:57+08:00,2023-07-13T23:40:59+08:00
KKB-1908,34,1201,THB1662,1662,"{'Zh_tw': '1662', 'En': '1662'}",THB166202,166202,"{'Zh_tw': '1662', 'En': '1662'}",1,THB300954,300954,"{'Zh_tw': '桃鶯路口', 'En': 'Taoying Road Intersection'}",18,2,0,0,0,2023-07-13T23:40:46+08:00,2023-07-13T23:40:47+08:00,2023-07-13T23:40:47+08:00,2023-07-13T23:40:49+08:00
725-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500W1,7500W1,"{'Zh_tw': '7500W', 'En': '7500W'}",0,THB178344,178344,"{'Zh_tw': '新營站', 'En': 'Xinying Station'}",3,2,1,0,0,2023-07-13T23:40:20+08:00,2023-07-13T23:40:30+08:00,2023-07-13T23:40:30+08:00,2023-07-13T23:40:34+08:00
872-FW,45,1101,THB1839,1839,"{'Zh_tw': '1839', 'En': '1839'}",THB1839B1,1839B1,"{'Zh_tw': '1839B', 'En': '1839B'}",0,THB268417,268417,"{'Zh_tw': '朝馬站(國光)', 'En': 'Chaoma Station (Kuokuang)'}",3,2,1,0,0,2023-07-13T23:40:32+08:00,2023-07-13T23:40:33+08:00,2023-07-13T23:40:33+08:00,2023-07-13T23:40:34+08:00
073-FZ,34,1201,THB1619,1619,"{'Zh_tw': '1619', 'En': '1619'}",THB1619B1,1619B1,"{'Zh_tw': '1619B', 'En': '1619B'}",0,THB301900,301900,"{'Zh_tw': '中壢服務區', 'En': 'Zhongli Service Area'}",3,2,0,0,0,2023-07-13T23:40:27+08:00,2023-07-13T23:40:28+08:00,2023-07-13T23:40:28+08:00,2023-07-13T23:40:29+08:00
081-VV,68,0303,THB2088,2088,"{'Zh_tw': '2088', 'En': '2088'}",THB2088A1,2088A1,"{'Zh_tw': '2088A', 'En': '2088A'}",0,THB299757,299757,"{'Zh_tw': '市府轉運站', 'En': 'Taipei City Hall Bus Station'}",25,2,1,0,1,2023-07-13T23:40:22+08:00,2023-07-13T23:40:22+08:00,2023-07-13T23:40:22+08:00,2023-07-13T23:40:24+08:00
KKA-0527,50,0604,THB2001,2001,"{'Zh_tw': '2001', 'En': '2001'}",THB200102,200102,"{'Zh_tw': '2001', 'En': '2001'}",1,THB308205,308205,"{'Zh_tw': '桃園長庚轉運站', 'En': 'TAOYUAN CHANG GUNG BUS TERMINAL'}",10,2,0,0,1,2023-07-13T23:40:18+08:00,2023-07-13T23:40:19+08:00,2023-07-13T23:40:19+08:00,2023-07-13T23:40:24+08:00
359-FU,39,0913,THB1570,1570,"{'Zh_tw': '1570', 'En': '1570'}",THB157001,157001,"{'Zh_tw': '1570', 'En': '1570'}",0,THB289783,289783,"{'Zh_tw': '市府轉運站', 'En': 'Taipei City Hall Bus Station'}",4,2,1,0,1,2023-07-13T23:39:41+08:00,2023-07-13T23:39:41+08:00,2023-07-13T23:39:41+08:00,2023-07-13T23:39:44+08:00
KKA-9810,41,0301,THB9003,9003,"{'Zh_tw': '9003', 'En': '9003'}",THB900302,900302,"{'Zh_tw': '9003', 'En': '9003'}",1,THB289800,289800,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",14,2,1,0,1,2023-07-13T23:39:08+08:00,2023-07-13T23:39:08+08:00,2023-07-13T23:39:08+08:00,2023-07-13T23:39:09+08:00
KKA-8171,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB181502,181502,"{'Zh_tw': '1815', 'En': '1815'}",1,THB300516,300516,"{'Zh_tw': '臺北車站(東三門)', 'En': 'Taipei Station (East Gate)'}",58,2,1,0,1,2023-07-13T23:38:24+08:00,2023-07-13T23:38:45+08:00,2023-07-13T23:38:45+08:00,2023-07-13T23:38:49+08:00
FAD-662,12,1002,THB9023,9023,"{'Zh_tw': '9023', 'En': '9023'}",THB902302,902302,"{'Zh_tw': '9023', 'En': '9023'}",1,THB304908,304908,"{'Zh_tw': '聖保祿醫院', 'En': 'Saint Pauls Hospital'}",13,2,1,0,1,2023-07-13T23:38:13+08:00,2023-07-13T23:38:14+08:00,2023-07-13T23:38:14+08:00,2023-07-13T23:38:19+08:00
089-U7,45,1101,THB1818,1818,"{'Zh_tw': '1818', 'En': '1818'}",THB181801,181801,"{'Zh_tw': '1818', 'En': '1818'}",0,THB269472,269472,"{'Zh_tw': '中壢客運中壢總站', 'En': 'Zhongli Bus Terminal'}",18,2,1,0,1,2023-07-13T23:38:11+08:00,2023-07-13T23:38:12+08:00,2023-07-13T23:38:12+08:00,2023-07-13T23:38:14+08:00
310-U7,18,0909,THB5900,5900,"{'Zh_tw': '5900', 'En': '5900'}",THB590001,590001,"{'Zh_tw': '5900', 'En': '5900'}",0,THB291915,291915,"{'Zh_tw': '竹北火車站', 'En': 'TRA Zhubei Station'}",9,2,0,0,1,2023-07-13T23:38:00+08:00,2023-07-13T23:38:01+08:00,2023-07-13T23:38:01+08:00,2023-07-13T23:38:04+08:00
081-U6,45,1101,THB1839,1839,"{'Zh_tw': '1839', 'En': '1839'}",THB1839B2,1839B2,"{'Zh_tw': '1839B', 'En': '1839B'}",1,THB237066,237066,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",17,2,1,0,1,2023-07-13T23:37:50+08:00,2023-07-13T23:37:51+08:00,2023-07-13T23:37:51+08:00,2023-07-13T23:37:54+08:00
879-FX,34,1201,THB1616,1616,"{'Zh_tw': '1616', 'En': '1616'}",THB161602,161602,"{'Zh_tw': '1616', 'En': '1616'}",1,THB289792,289792,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",9,2,0,0,1,2023-07-13T23:37:36+08:00,2023-07-13T23:37:36+08:00,2023-07-13T23:37:36+08:00,2023-07-13T23:37:39+08:00
838-U5,45,1101,THB1838,1838,"{'Zh_tw': '1838', 'En': '1838'}",THB1838A1,1838A1,"{'Zh_tw': '1838A', 'En': '1838A'}",0,THB305798,305798,"{'Zh_tw': '高雄站(國光)', 'En': 'Kaohsiung Station(Kuokuang)'}",8,2,1,0,1,2023-07-13T23:37:26+08:00,2023-07-13T23:37:27+08:00,2023-07-13T23:37:27+08:00,2023-07-13T23:37:29+08:00
KKA-1359,34,1201,THB1652,1652,"{'Zh_tw': '1652', 'En': '1652'}",THB1652B1,1652B1,"{'Zh_tw': '1652B', 'En': '1652B'}",0,THB268115,268115,"{'Zh_tw': '鹿港站', 'En': 'Lugang Station'}",10,2,0,0,1,2023-07-13T23:37:27+08:00,2023-07-13T23:37:27+08:00,2023-07-13T23:37:27+08:00,2023-07-13T23:37:29+08:00
KKA-0533,50,0604,THB2000,2000,"{'Zh_tw': '2000', 'En': '2000'}",THB200002,200002,"{'Zh_tw': '2000', 'En': '2000'}",1,THB294201,294201,"{'Zh_tw': '長庚醫院', 'En': 'Changgung Memorial Hospital'}",1,2,0,0,1,2023-07-13T23:37:20+08:00,2023-07-13T23:37:21+08:00,2023-07-13T23:37:21+08:00,2023-07-13T23:37:24+08:00
812-FZ,35,1308,THB1915,1915,"{'Zh_tw': '1915', 'En': '1915'}",THB1915B2,1915B2,"{'Zh_tw': '1915B', 'En': '1915B'}",1,THB254112,254112,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",1,2,0,0,0,2023-07-13T23:37:08+08:00,2023-07-13T23:37:10+08:00,2023-07-13T23:37:10+08:00,2023-07-13T23:37:14+08:00
FAC-066,40,1310,THB9026,9026,"{'Zh_tw': '9026', 'En': '9026'}",THB902602,902602,"{'Zh_tw': '9026', 'En': '9026'}",1,THB292124,292124,"{'Zh_tw': '武聖街口', 'En': 'Wusheng Street Intersection'}",27,2,0,0,0,2023-07-13T23:35:17+08:00,2023-07-13T23:35:19+08:00,2023-07-13T23:35:19+08:00,2023-07-13T23:35:24+08:00
865-FX,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610A1,1610A1,"{'Zh_tw': '1610A', 'En': '1610A'}",0,THB301900,301900,"{'Zh_tw': '中壢服務區', 'En': 'Zhongli Service Area'}",5,2,0,0,0,2023-07-13T23:35:04+08:00,2023-07-13T23:35:04+08:00,2023-07-13T23:35:04+08:00,2023-07-13T23:35:09+08:00
787-U9,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500F1,7500F1,"{'Zh_tw': '7500F', 'En': '7500F'}",0,THB289798,289798,"{'Zh_tw': '臺北轉運站', 'En': 'Taipei Bus Station'}",6,2,1,0,1,2023-07-13T23:34:54+08:00,2023-07-13T23:34:54+08:00,2023-07-13T23:34:54+08:00,2023-07-13T23:34:59+08:00
KKA-0017,34,1201,THB1661,1661,"{'Zh_tw': '1661', 'En': '1661'}",THB1661A2,1661A2,"{'Zh_tw': '1661A', 'En': '1661A'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",5,2,0,0,1,2023-07-13T23:34:53+08:00,2023-07-13T23:34:54+08:00,2023-07-13T23:34:54+08:00,2023-07-13T23:34:59+08:00
KKA-7679,25,0801,THB7506,7506,"{'Zh_tw': '7506', 'En': '7506'}",THB7506B1,7506B1,"{'Zh_tw': '7506B', 'En': '7506B'}",0,THB293267,293267,"{'Zh_tw': '嘉義市轉運中心', 'En': 'Transit Center of Chiayi City'}",4,2,1,0,1,2023-07-13T23:33:54+08:00,2023-07-13T23:33:56+08:00,2023-07-13T23:33:56+08:00,2023-07-13T23:33:59+08:00
KKA-7722,25,0801,THB7500,7500,"{'Zh_tw': '7500', 'En': '7500'}",THB7500I2,7500I2,"{'Zh_tw': '7500I', 'En': '7500I'}",1,THB303140,303140,"{'Zh_tw': '經國轉運站', 'En': 'Jing Guo Bus Station'}",3,2,1,0,0,2023-07-13T23:33:50+08:00,2023-07-13T23:33:50+08:00,2023-07-13T23:33:50+08:00,2023-07-13T23:33:54+08:00
KKA-7836,25,0801,THB7505,7505,"{'Zh_tw': '7505', 'En': '7505'}",THB7505D2,7505D2,"{'Zh_tw': '7505D', 'En': '7505D'}",1,THB304422,304422,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",5,2,1,0,1,2023-07-13T23:33:50+08:00,2023-07-13T23:33:50+08:00,2023-07-13T23:33:50+08:00,2023-07-13T23:33:54+08:00
500-FZ,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB181501,181501,"{'Zh_tw': '1815', 'En': '1815'}",0,THB300636,300636,"{'Zh_tw': '加油站', 'En': 'Gas Station'}",55,2,1,0,0,2023-07-13T23:33:31+08:00,2023-07-13T23:33:31+08:00,2023-07-13T23:33:31+08:00,2023-07-13T23:33:34+08:00
KKA-2762,42,1407,THB9025,9025,"{'Zh_tw': '9025', 'En': '9025'}",THB902501,902501,"{'Zh_tw': '9025', 'En': '9025'}",0,THB295959,295959,"{'Zh_tw': '新明國中', 'En': 'Xinming Junior High School'}",3,2,1,0,1,2023-07-13T23:33:30+08:00,2023-07-13T23:33:31+08:00,2023-07-13T23:33:31+08:00,2023-07-13T23:33:34+08:00
FAB-317,34,1201,THB1618,1618,"{'Zh_tw': '1618', 'En': '1618'}",THB1618F1,1618F1,"{'Zh_tw': '1618F', 'En': '1618F'}",0,THB291183,291183,"{'Zh_tw': '嘉義市轉運中心', 'En': 'Transit Center of Chiayi City'}",8,2,0,0,1,2023-07-13T23:33:12+08:00,2023-07-13T23:33:12+08:00,2023-07-13T23:33:12+08:00,2023-07-13T23:33:14+08:00
219-U5,45,1101,THB1815,1815,"{'Zh_tw': '1815', 'En': '1815'}",THB181501,181501,"{'Zh_tw': '1815', 'En': '1815'}",0,THB269906,269906,"{'Zh_tw': '金青中心', 'En': 'Jinshan Youth Activity Centre'}",59,2,1,0,1,2023-07-13T23:33:03+08:00,2023-07-13T23:33:04+08:00,2023-07-13T23:33:04+08:00,2023-07-13T23:33:09+08:00
KKA-0519,47,1405,THB2011,2011,"{'Zh_tw': '2011', 'En': '2011'}",THB201102,201102,"{'Zh_tw': '2011', 'En': '2011'}",1,THB300386,300386,"{'Zh_tw': '新竹轉運站', 'En': 'Hsinchu bus station'}",1,2,0,0,1,2023-07-13T23:33:04+08:00,2023-07-13T23:33:06+08:00,2023-07-13T23:33:06+08:00,2023-07-13T23:33:09+08:00
732-FN,39,0913,THB1570,1570,"{'Zh_tw': '1570', 'En': '1570'}",THB157002,157002,"{'Zh_tw': '1570', 'En': '1570'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",3,2,0,100,1,2023-07-13T23:32:50+08:00,2023-07-13T23:32:51+08:00,2023-07-13T23:32:51+08:00,2023-07-13T23:32:54+08:00
450-U5,45,1101,THB1813,1813,"{'Zh_tw': '1813', 'En': '1813'}",THB1813I1,1813I1,"{'Zh_tw': '1813I', 'En': '1813I'}",0,THB303408,303408,"{'Zh_tw': '基隆火車站(海洋廣場)', 'En': 'TRA Keelung Station(Maritime Plaza)'}",2,2,1,0,1,2023-07-13T23:32:38+08:00,2023-07-13T23:32:39+08:00,2023-07-13T23:32:39+08:00,2023-07-13T23:32:44+08:00
723-FU,39,0913,THB1571,1571,"{'Zh_tw': '1571', 'En': '1571'}",THB157102,157102,"{'Zh_tw': '1571', 'En': '1571'}",1,THB257959,257959,"{'Zh_tw': '宜蘭轉運站', 'En': 'Yilan Transfer Station'}",3,2,1,0,1,2023-07-13T23:32:23+08:00,2023-07-13T23:32:24+08:00,2023-07-13T23:32:24+08:00,2023-07-13T23:32:29+08:00
FAB-315,34,1201,THB1611,1611,"{'Zh_tw': '1611', 'En': '1611'}",THB1611F1,1611F1,"{'Zh_tw': '1611F', 'En': '1611F'}",0,THB303927,303927,"{'Zh_tw': '臺南轉運站', 'En': 'Tainan Bus Station'}",10,2,0,0,1,2023-07-13T23:32:12+08:00,2023-07-13T23:32:26+08:00,2023-07-13T23:32:26+08:00,2023-07-13T23:32:29+08:00
KKA-8126,45,1101,THB1802,1802,"{'Zh_tw': '1802', 'En': '1802'}",THB180202,180202,"{'Zh_tw': '1802', 'En': '1802'}",1,THB303408,303408,"{'Zh_tw': '基隆火車站(海洋廣場)', 'En': 'TRA Keelung Station(Maritime Plaza)'}",18,2,1,0,1,2023-07-13T23:32:19+08:00,2023-07-13T23:32:22+08:00,2023-07-13T23:32:22+08:00,2023-07-13T23:32:24+08:00
KKA-9876,39,0913,THB1579,1579,"{'Zh_tw': '1579', 'En': '1579'}",THB157902,157902,"{'Zh_tw': '1579', 'En': '1579'}",1,THB303576,303576,"{'Zh_tw': '八斗子車站', 'En': 'TRA Badouzi Station'}",25,2,0,0,0,2023-07-13T23:32:20+08:00,2023-07-13T23:32:20+08:00,2023-07-13T23:32:20+08:00,2023-07-13T23:32:24+08:00
775-U9,25,0801,THB7504,7504,"{'Zh_tw': '7504', 'En': '7504'}",THB750402,750402,"{'Zh_tw': '7504', 'En': '7504'}",1,THB304422,304422,"{'Zh_tw': '板橋客運站', 'En': 'Banqiao Bus Station'}",3,2,1,0,1,2023-07-13T23:32:01+08:00,2023-07-13T23:32:02+08:00,2023-07-13T23:32:02+08:00,2023-07-13T23:32:04+08:00
KKA-1516,51,0907,THB9069,9069,"{'Zh_tw': '9069', 'En': '9069'}",THB9069A2,9069A2,"{'Zh_tw': '9069A', 'En': '9069A'}",1,THB296917,296917,"{'Zh_tw': '復興中正路口(桃園火車站)', 'En': 'Fuxing and Zhongzheng Road Intersection(Taoyuan Station)'}",17,2,1,0,1,2023-07-13T23:31:02+08:00,2023-07-13T23:31:02+08:00,2023-07-13T23:31:02+08:00,2023-07-13T23:31:04+08:00
KKA-1103,45,1101,THB1837,1837,"{'Zh_tw': '1837', 'En': '1837'}",THB183702,183702,"{'Zh_tw': '1837', 'En': '1837'}",1,THB268417,268417,"{'Zh_tw': '朝馬站(國光)', 'En': 'Chaoma Station (Kuokuang)'}",3,2,1,0,0,2023-07-13T23:30:50+08:00,2023-07-13T23:30:50+08:00,2023-07-13T23:30:50+08:00,2023-07-13T23:30:54+08:00
KKA-3865,17,0809,THB5203,5203,"{'Zh_tw': '5203', 'En': '5203'}",THB5203A1,5203A1,"{'Zh_tw': '5203A', 'En': '5203A'}",0,THB184713,184713,"{'Zh_tw': '長榮花園', 'En': 'Changrong Garden'}",13,2,0,0,0,2023-07-13T23:30:52+08:00,2023-07-13T23:30:53+08:00,2023-07-13T23:30:53+08:00,2023-07-13T23:30:54+08:00
FAC-332,35,1308,THB1917,1917,"{'Zh_tw': '1917', 'En': '1917'}",THB1917B2,1917B2,"{'Zh_tw': '1917B', 'En': '1917B'}",1,THB293440,293440,"{'Zh_tw': '羅東轉運站', 'En': 'Luodong Bus Station'}",4,2,1,0,1,2023-07-13T23:30:20+08:00,2023-07-13T23:30:21+08:00,2023-07-13T23:30:21+08:00,2023-07-13T23:30:24+08:00
566-U6,34,1201,THB1610,1610,"{'Zh_tw': '1610', 'En': '1610'}",THB1610E2,1610E2,"{'Zh_tw': '1610E', 'En': '1610E'}",1,THB268481,268481,"{'Zh_tw': '楠梓站', 'En': 'Nanzi Station'}",3,2,0,0,0,2023-07-13T23:30:16+08:00,2023-07-13T23:30:17+08:00,2023-07-13T23:30:17+08:00,2023-07-13T23:30:19+08:00
KKA-7789,25,0801,THB7505,7505,"{'Zh_tw': '7505', 'En': '7505'}",THB7505A2,7505A2,"{'Zh_tw': '7505A', 'En': '7505A'}",1,THB178344,178344,"{'Zh_tw': '新營站', 'En': 'Xinying Station'}",1,2,1,0,0,2023-07-13T23:29:32+08:00,2023-07-13T23:29:34+08:00,2023-07-13T23:29:34+08:00,2023-07-13T23:29:39+08:00
KKA-0020,34,1201,THB1623,1623,"{'Zh_tw': '1623', 'En': '1623'}",THB162301,162301,"{'Zh_tw': '1623', 'En': '1623'}",0,THB266318,266318,"{'Zh_tw': '朝馬站', 'En': 'Chaoma Station'}",4,2,0,0,0,2023-07-13T23:28:24+08:00,2023-07-13T23:28:24+08:00,2023-07-13T23:28:24+08:00,2023-07-13T23:28:29+08:00
196-FZ,34,1201,THB1623,1623,"{'Zh_tw': '1623', 'En': '1623'}",THB162302,162302,"{'Zh_tw': '1623', 'En': '1623'}",1,THB308283,308283,"{'Zh_tw': '國軍英雄館', 'En': 'Taichung HERO HOUSE'}",11,2,0,0,1,2023-07-13T23:28:17+08:00,2023-07-13T23:28:18+08:00,2023-07-13T23:28:18+08:00,2023-07-13T23:28:19+08:00
